convolutional neural network  (Abstract) AND Meteorology & Atmospheric Sciences  (Web of Science Categories)
Timespan: 1900-2024. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"A Hybrid Multivariate Deep Learning Network for Multistep Ahead Sea Level Anomaly Forecasting","Wang, Guosong; Wang, Xidong; Wu, Xinrong; Liu, Kexiu; Qi, Yiquan; Sun, Chunjian; Fu, Hongli","","","","JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY","MAR 2022","2022","39","3","","","","285","301","","10.1175/JTECH-D-21-0043.1","","","10","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","2"
"A climatology of open and closed mesoscale cellular convection over the Southern Ocean derived from Himawari-8 observations","Lang, Francisco; Ackermann, Luis; Huang, Yi; Truong, Son C. H.; Siems, Steven T.; Manton, Michael J.","","","","ATMOSPHERIC CHEMISTRY AND PHYSICS","FEB 15 2022","2022","22","3","","","","2135","2152","","10.5194/acp-22-2135-2022","","","10","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","4"
"Peaches Detection Using a Deep Learning Technique-A Contribution to Yield Estimation, Resources Management, and Circular Economy","Assuncao, Eduardo T.; Gaspar, Pedro D.; Mesquita, Ricardo J. M.; Simoes, Maria P.; Ramos, Antonio; Proenca, Hugo; Inacio, Pedro R. M.","","","","CLIMATE","FEB 2022","2022","10","2","","","","","","11","10.3390/cli10020011","","","10","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","5"
"Deep-Learning-Based Precipitation Observation Quality Control","Sha, Yingkai; Gagne, David John; West, Gregory; Stull, Roland","","","","JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY","MAY 2021","2021","38","5","","","","1075","1091","","10.1175/JTECH-D-20-0081.1","","","10","2.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","1","4"
"Short-term solar irradiance forecasting using convolutional neural networks and cloud imagery","Choi, Minsoo; Rachunok, Benjamin; Nateghi, Roshanak","","","","ENVIRONMENTAL RESEARCH LETTERS","APR 2021","2021","16","4","","","","","","044045","10.1088/1748-9326/abe06d","","","10","2.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","3"
"Tiny-RainNet: a deep convolutional neural network with bi-directional long short-term memory model for short-term rainfall prediction","Zhang, Chang-Jiang; Wang, Hui-Yuan; Zeng, Jing; Ma, Lei-Ming; Guan, Li","","","","METEOROLOGICAL APPLICATIONS","SEP 2020","2020","27","5","","","","","","e1956","10.1002/met.1956","","","10","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","3","3"
"Technical note: Deep learning for creating surrogate models of precipitation in Earth system models","Weber, Theodore; Corotan, Austin; Hutchinson, Brian; Krayitz, Ben; Link, Robert","","","","ATMOSPHERIC CHEMISTRY AND PHYSICS","FEB 26 2020","2020","20","4","","","","2303","2317","","10.5194/acp-20-2303-2020","","","10","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","2","2","1"
"Estimation of tree structure parameters from video frames with removal of blurred images using machine learning","Itakura, Kenta; Hosoi, Fumiki","","","","JOURNAL OF AGRICULTURAL METEOROLOGY","OCT 2018","2018","74","4","","","","154","161","","10.2480/agrmet.D-18-00003","","","10","1.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","2","1","0","1","0"
"Cloud-MobiNet: An Abridged Mobile-Net Convolutional Neural Network Model for Ground-Based Cloud Classification","Gyasi, Emmanuel Kwabena; Swarnalatha, Purushotham","","","","ATMOSPHERE","FEB 2023","2023","14","2","","","","","","280","10.3390/atmos14020280","","","9","4.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","6"
"Ice water path retrievals from Meteosat-9 using quantile regression neural networks","Amell, Adria; Eriksson, Patrick; Pfreundschuh, Simon","","","","ATMOSPHERIC MEASUREMENT TECHNIQUES","OCT 12 2022","2022","15","19","","","","5701","5717","","10.5194/amt-15-5701-2022","","","9","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6"
"Particulate Matter Forecasting Using Different Deep Neural Network Topologies and Wavelets for Feature Augmentation","Jorge Galvao, Stephanie Lima; Ortiz Matos, Junia Cristina; Lago Kitagawa, Yasmin Kaore; Conterato, Flavio Santos; Moreira, Davidson Martins; Kumar, Prashant; Sperandio Nascimento, Erick Giovani","","","","ATMOSPHERE","SEP 2022","2022","13","9","","","","","","1451","10.3390/atmos13091451","","","9","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","5"
"CNN-based model for the spatial imputation (CMSI version 1.0) of in-situ ozone and PM<sub>2.5</sub> measurements","Sayeed, Alqamah; Choi, Yunsoo; Pouyaei, Arman; Lops, Yannic; Jung, Jia; Salman, Ahmed Khan","","","","ATMOSPHERIC ENVIRONMENT","NOV 15 2022","2022","289","","","","","","","119348","10.1016/j.atmosenv.2022.119348","","","9","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","5"
"Probabilistic Prediction of <i>Dst</i> Storms One-Day-Ahead Using Full-Disk SoHO Images","Hu, A.; Shneider, C.; Tiwari, A.; Camporeale, E.","","","","SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS","AUG 2022","2022","20","8","","","","","","e2022SW003064","10.1029/2022SW003064","","","9","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6"
"Inpainting radar missing data regions with deep learning","Geiss, Andrew; Hardin, Joseph C.","","","","ATMOSPHERIC MEASUREMENT TECHNIQUES","DEC 9 2021","2021","14","12","","","","7729","7747","","10.5194/amt-14-7729-2021","","","9","2.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","4"
"Applying deep learning to NASA MODIS data to create a community record of marine low-cloud mesoscale morphology","Yuan, Tianle; Song, Hua; Wood, Robert; Mohrmann, Johannes; Meyer, Kerry; Oreopoulos, Lazaros; Platnick, Steven","","","","ATMOSPHERIC MEASUREMENT TECHNIQUES","DEC 21 2020","2020","13","12","","","","6989","6997","","10.5194/amt-13-6989-2020","","","9","1.80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","3"
"CloudA: A Ground-Based Cloud Classification Method with a Convolutional Neural Network","Wang, Min; Zhou, Shudao; Yang, Zhong; Liu, Zhanhua","","","","JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY","SEP 2020","2020","37","9","","","","1661","1668","","10.1175/JTECH-D-19-0189.1","","","9","1.80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","4","2"
"Development of a hybrid classification technique based on deep learning applied to MSG / SEVIRI multispectral data","Oukali, Salim; Lazri, Mourad; Labadi, Karim; Brucker, Jean Michel; Ameur, Soltane","","","","JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS","OCT 15 2019","2019","193","","","","","","","105062","10.1016/j.jastp.2019.105062","","","9","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","2"
"Using Convolutional Neural Networks for Cloud Detection from Meteor-M No. 2 MSU-MR Data","Andreev, A., I; Shamilova, Yu A.; Kholodov, E., I","","","","RUSSIAN METEOROLOGY AND HYDROLOGY","JUL 2019","2019","44","7","","","","459","466","","10.3103/S1068373919070045","","","9","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","2","2"
"Contrail Recognition with Convolutional Neural Network and Contrail Parameterizations Evaluation","Zhang, Guoyu; Zhang, Jinglin; Shang, Jian","","","","SOLA","2018","2018","14","","","","","132","137","","10.2151/sola.2018-023","","","9","1.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3","3"
"Efficient Super-Resolution of Near-Surface Climate Modeling Using the Fourier Neural Operator","Jiang, Peishi; Yang, Zhao; Wang, Jiali; Huang, Chenfu; Xue, Pengfei; Chakraborty, T. C.; Chen, Xingyuan; Qian, Yun","","","","JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS","JUL 2023","2023","15","7","","","","","","e2023MS003800","10.1029/2023MS003800","","","8","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"Application research of combined model based on VMD and MOHHO in precipitable water vapor Prediction","Kou, Menggang; Zhang, Kequan; Zhang, Wenyu; Ma, Jingjing; Ren, Jing; Wang, Gang","","","","ATMOSPHERIC RESEARCH","SEP 1 2023","2023","292","","","","","","","106841","10.1016/j.atmosres.2023.106841","","","8","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6"
"Improving Precipitation Forecasts with Convolutional Neural Networks","Badrinath, Anirudhan; delle Monache, Luca; Hayatbini, Negin; Chapman, Will; Cannon, Forest; Ralph, Marty","","","","WEATHER AND FORECASTING","FEB 2023","2023","38","2","","","","291","306","","10.1175/WAF-D-22-0002.1","","","8","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5"
"A Deep Learning Model and Its Application to Predict the Monthly MCI Drought Index in the Yunnan Province of China","Mei, Ping; Liu, Jiahui; Liu, Changzheng; Liu, Jiannan","","","","ATMOSPHERE","DEC 2022","2022","13","12","","","","","","1951","10.3390/atmos13121951","","","8","2.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2"
